Date,City,State,Shape,Duration,Summary,Posted
8/11/12,Worcester,MA,Circle,,25+ GLOWING DOTTS IN WORCESTER MA,8/19/12
8/9/12,Dennis,MA,Fireball,Aprox 15 min,A co-worker and I saw 2 Red and orange objects come up from over the tree line out in the distance. They were going up and twards us bu,8/19/12
8/7/12,West Barnstable,MA,Light,1 minute,One solid light with to faint blinking lights with a blueish white tint.,8/19/12
8/6/12,Revere,MA,Light,5 seconds,Bright light in sky zoomed by at an incredible speed.,8/19/12
8/6/12,Hyannis,MA,Fireball,2 minutes,A very fast moving orange object with a black shadow around it at a high altitude and then disappeared.,8/19/12
8/4/12,Brewster,MA,Fireball,30 seconds,Orange lights over cape cod bay and the Brewster flats.,8/19/12
8/4/12,Worcester,MA,Fireball,5 minutes,"2 bright orange fireballs glowing in sky in Worcester, MA.",5/8/15
8/1/12,Harwich,MA,Light,3 minutes,"Three orange lights moving across the sky over Harwich, MA",8/5/12
7/23/12,Springfield,MA,Cigar,30 minutes,For the past month on a daily basis I have seen what appear to be stars coasting across the night sky. The height or level of flight ap,8/5/12
7/22/12,North Falmouth,MA,Sphere,15 mins,Red flickering lights over Falmouth.,8/19/12
7/21/12,Taunton,MA,Fireball,<1 minute,Red/orange yellow orbs flying at tree line from south to north.,8/5/12
7/20/12,Hopkington,MA,Triangle,20 minutes?,"4 crafts were sighted above a large road, one of which suddenly stopped and turned on a large searchlight.",8/5/12
7/14/12,Falmouth,MA,Oval,5 minutes,"Orange balloon with glowing sack, traveling in a straight line, quiet, steady speed.",8/5/12
7/8/12,Chicopee,MA,Fireball,1:30,"I saw a UFO in the form of a fireball that turned from a flame, to a flicker until it faded and disappeared over head.",8/5/12
7/5/12,N. Truro,MA,Fireball,2 minutes,N. Truro/Provincetown sighting 7-5-12 just before midnight,8/5/12
7/4/12,Mashpee,MA,Fireball,2 minutes,We were standing in front of our beach house when I noticed a red light coming I yelled look Cathy to my cousin because I had seen this,8/5/12
7/3/12,New Bedford,MA,Light,1 minute,((NUFORC Note:  No information provided by witness.  PD)),7/4/12
7/2/12,Yarmouthport,MA,Sphere,1 hour,"Orange spheres, fireballs, over Cape Cod Bay",7/4/12
6/30/12,Quincy,MA,,15 seconds,"White light turns red then disappears, 30 seconds max.",9/24/12
6/24/12,Beverly,MA,Light,1.5 hours,2 bright white lights hovering over north shore area of boston,7/4/12
6/23/12,North Adams,MA,Oval,2 minutes,This THING moved from the right then back to the left  so crazily fast that i almost lost it... never seen nothing like this,7/4/12
6/8/12,Acton,MA,Cigar,0:08 sec,A large object in the form of a cigar flew into the frame when aircraft was filmed.,5/8/15
6/3/12,Harwichport,MA,Disk,night,Saucer and light seen out window.,6/5/12
5/28/12,Boston,MA,Cigar,1 minute,"Large metallic-object, oblong shaped--disappeared completely from cloudless sky.",5/29/12
5/20/12,East Sandwich,MA,Rectangle,2 min,"4 rectangle bright orange lights in sky in east sandwich, lasted about 2 minutes, basically lights were in 4 corners, never saw it come",5/29/12
5/20/12,East Sandwich,MA,Other,45 second,4 Hovering Bright Lights In Cape Cod Sky Over Sandwich,5/29/12
5/19/12,Rockport,MA,Light,15 minutes,"Many red lights over downtown Rockport, MA coming from the western sky hovering in the northern sky",5/29/12
5/18/12,Newton,MA,Light,5 minutes,Dull orange lights flying in a line over Newton Mass,5/29/12
5/12/12,Raynham,MA,Sphere,2 minutes,"Orange-yellow sphere (fire-like), travelling fast, changed direction",5/13/12
5/11/12,Williamstown,MA,Unknown,20 minutes,Red lights from Albany area travelled 5-7 degrees west to northwest,5/13/12
5/10/12,Cambridge,MA,Unknown,20 minutes,"Bright light descends over Cambridge, MA area, hovers, then breaks into three separate aircraft.",7/4/12
4/30/12,Ipswich,MA,Sphere,40 Minutes - 1 Hour,"Spherical type objects hovering above the sky for long durations, rapid movement.",5/13/12
4/29/12,Hopkinton,MA,Sphere,two and half hours,Spherical objects were observed moving slightly and had changed position multiple times over the course of a few hours.,5/13/12
4/26/12,Otis AFB,MA,Other,30 mins,Small drone like craft over otis afb Ma,5/13/12
4/20/12,Boston,MA,Cylinder,3 Hours,Fighter Jets Chase UFO's over City of Boston,5/13/12
4/16/12,Fall River,MA,Other,40 seconds,This was my very first UFO hope to see Moore.,4/18/12
4/16/12,Natick,MA,Triangle,30 - 45 seconds,"Completely silent, low flying almost translucent object.",4/18/12
4/6/12,Webster,MA,Sphere,3 minutes,Large bright light over Webster MA/Thompson CT,4/18/12
3/31/12,Bernardston,MA,Other,About 7 Seconds,"Saw a green UFO really close to my car, lowered in valley; resulted in panicked coyote hit on I-91.",5/13/12
3/30/12,Boston,MA,Unknown,5 minutes,"Dark shape landed on roof top, than flew away as bright light, no sound.",9/24/12
3/25/12,Attleboro,MA,Triangle,2 minutes,3 red lights in triangular shape,4/18/12
3/23/12,Northborough,MA,Circle,15 seconds,"One bright, white, glowing circle of light about å_ of a mile away, above the tree line seen from the backyard of my house.",5/13/12
3/20/12,Ipswich,MA,Light,5 minutes,Orange light ball gets bright then disappears,5/13/12
3/20/12,Sandwich,MA,,1 hour,"Multicolored  blinking light sw of Sandwich, MA.  Object was Stationary in the sky; 40 degree angle with respect to observer.  Difficul",5/13/12
3/20/12,Northborough,MA,Disk,4+ hours,Strange Craft with Pulsating Lights of Red-Green-Blue Hovering Over Central MA on two Nights ((NUFORC Note:  Sirius?  PD)),5/13/12
3/15/12,Aquinnah,MA,Unknown,5-10 seconds,LIGHTS AND RUMBLING OVER THE ISLAND,3/16/12
3/15/12,Danvers,MA,Other,30 seconds,Orb-like craft moving right to left at night.,2/27/14
3/14/12,Yarmouth Port,MA,Unknown,seconds,"Three ""strobe"" like flashes at 3:44 am, no sounds.",3/16/12
3/14/12,Orleans,MA,Flash,4 hours,Standing outside when these different color flashes started. Some would keep the sky lit up for hours. ((NUFORC Note:  Stars?  PD)),3/16/12
3/14/12,Weymouth,MA,Triangle,multiple (2 min events ea,"Triangle shaped UFO acting like a lost puppy (hard to explain, read description)",3/16/12
3/2/12,Natick,MA,Light,10 seconds,Diagonal bar of white/yellowish light under the cloud cover.,5/15/13
2/20/12,West Barnstable,MA,Diamond,2 days,2 bright lights moving and a gold bright light also moving positions. Thety have been around 2 days.,3/13/12
2/14/12,Sturbridge,MA,Light,10 minutes,"Bright, glowing, sometimes stationary objects in the Sturbridge sky!",3/13/12
2/6/12,Dennis/Yarmouth/Barnstable,MA,Chevron,10 minutes,"Unusual thing in the sky, could have been a cloud but I'm not so sure about that.",2/10/12
2/4/12,West Yarmouth,MA,Sphere,60 seconds,Redish orange twinkling object,2/10/12
1/30/12,Waltham,MA,Triangle,30 seconds,Triangular non moving craft making no noise with red and white flashing lights and a beam of light pointing down at police,2/3/12
1/29/12,Greenfield,MA,Unknown,5 mins,"I had just got back from the store. I got out of my car walked up the sidewalk with a bag and a box of frozen pizza. As I was walking,I",2/3/12
1/10/12,Cheshire,MA,Chevron,3 seconds,Red lights over Berkshire County,1/12/12
1/10/12,Granby,MA,Triangle,2/5/15,3 light triangle. Was stopped in mid air until it went again,1/12/12
1/6/12,Springfield,MA,Rectangle,6-7 minutes,What looked like a group of stars I beilive to be a UFO.,1/24/12
1/6/12,Norwood,MA,Triangle,2 minutes,Strange Object Flying Over Norwood,1/24/12
1/1/12,Somerville,MA,Oval,4-5 min,Saw  6-Orange and yellow in color oval objects in the sky for 4-5 min.,1/12/12
12/29/11,Douglas,MA,Light,3 Seconds,Green light crosses sky at very fast pace.,1/12/12
12/25/11,Hanover,MA,Circle,1/2 hour,More than 30 orange lights in Massachusetts,1/12/12
12/24/11,Bridgewater,MA,Unknown,several minutes,"2 stationary lights in the southwest sky from Bridgewater, MA, highly visibly at dusk when nothing else visible in the sky except the .",1/12/12
12/19/11,Harwich/Barnstable,MA,Light,2 hours,"5 witnesses spread over 10 miles apart, multiple lights, movement.",1/12/12
12/17/11,North Attleboro,MA,Oval,5 minutes,Orange oval shaped like a fire in the sky - blurry,1/12/12
12/16/11,Leominster,MA,Egg,2 minutes,Driving east on Rt. 2 just at the Rt.2/190 split in Leominster and saw three egg shaped lights hovering in the sky.,1/12/12
12/14/11,Leominster,MA,Oval,1 min,I thought it was a plane going into the small airport in Leominster but realized  this was way to big and low for that,12/17/11
12/9/11,Provincetown,MA,Sphere,5 minutes,White bright glowing orb moving in a weird way with a weird color electricity coming out of the top of it.,12/12/11
12/9/11,Boston,MA,Fireball,2-3 min,Orange blurry fireball observed flying over Boston during the early evening. Flying South over Allston.,12/17/11
12/8/11,Boston,MA,Fireball,5 seconds,I was looking up at the sky real quick and i noticed a green flaming ball shape object with a blueish and green like flame coming out o,12/17/11
11/28/11,Methuen,MA,Diamond,10,Diamond shaped lights..seemed stationary...very large...from the time I seen it to it disappeared was roughly 5min or less,12/12/11
11/24/11,Boston (northwest of),MA,Light,11 sec,"Second sighting. First on Cape Cod, Second in Boston",12/12/11
11/22/11,Northampton,MA,Diamond,4 minutes,"Diamond-shaped UFO seen near Northampton, Massachusetts",12/12/11
11/14/11,Worcester,MA,Unknown,30 seconds,2 UFO's with dim lights and moving with no sound.,12/12/11
11/12/11,Canton,MA,Light,2-3 seconds,Bright light traveling east near Blue Hills in Canton.,12/12/11
11/12/11,Hanover,MA,Sphere,3 minutes,A sphere organge and red in color gliding silently through the sky.  Made no noise at all...speechless.,12/12/11
11/6/11,Brewster,MA,Light,20 minutes,Intense orange lights seen over Cape Cod Bay.,12/12/11
11/6/11,Lynn,MA,Fireball,45 min,ufo lynn ma boston street towards western ave area,12/12/11
11/5/11,Boston,MA,Triangle,3 minutes,Dark triangular craft glided over Boston on 11-05-11 at 5 AM,12/12/11
11/1/11,Belchertown,MA,Other,~3 minutes,Unexplained lights in the woods by Quabbin Reservoir,11/19/12
10/29/11,Foxborough,MA,Flash,Seconds,Unidentified Green flashing Light During Blizzard,12/12/11
10/28/11,New Bedford,MA,Sphere,40min.,Noticeable UFO's,12/12/11
10/25/11,Palmer-Monson,MA,Triangle,40 minutes,"A large triangular craft with 3-4 lights on it with a low electronic sound to it, Very bright in the sky.",8/5/12
10/23/11,Webster,MA,Light,3 minutes each,"4 glowing orange UFOs seen in Webster, MA",10/25/11
10/22/11,Webster,MA,Sphere,5 min,"Orange colored sphere stationary, very low over lake, accelerates fast, high and away as approached",10/25/11
10/20/11,Foxboro,MA,Light,7 secs,Saw bright green light headed downward for approximately 7 seconds and then it vanished.,10/25/11
10/20/11,Mansfield,MA,Flash,1 second,"driving 95 north taking ramp to 495 south in the evening, saw bright green light fall to the ground",12/12/11
10/20/11,Boston,MA,Light,twenty minutes,The chasing red lights over Boston.,10/25/11
10/19/11,Hinsdale,MA,Fireball,2 minutes,I saw in the distance at 6:40am driving to work on a regular route an object on the ridge about 2-3 miles away that I thought was from,10/25/11
10/16/11,Saugus,MA,Diamond,5 minutes,4 Sightings in 2 weeks,10/19/11
10/11/11,New Bedford,MA,Circle,30-Minutes,"At least 25 orange and red fireballs fly over New Bedford, MA, USA",12/12/11
10/10/11,Peabody-Saugus,MA,Flash,45 minutes,Flashing light in the sky as airplanes flew by.,10/19/11
10/9/11,New Bedford,MA,Fireball,10 minutes,Nine orange glowing fireballs Court St west end New Bedford Ma heading southeast about 8 PM.,10/10/11
10/9/11,New Bedford,MA,Circle,28 minutes,"We saw many orange fireballs fly over New Bedford, MA.",12/12/11
10/9/11,New Bedford,MA,Fireball,28 Minutes,"On Sunday night, October 9, 2011 we saw many fireballs fly over New Bedford, MA.",12/12/11
9/25/11,Charlton,MA,Other,1 hour,Bright Pulsating Moving Light/Object.   ((NUFORC Note:  Sirius??  PD)),10/10/11
9/18/11,Dennisport,MA,Other,1 minute,Around 9:45 i looked up at the sky and saw a star light blinking repeatedly.   ((NUFORC Note:  Possibly Sirius?  PD)),10/10/11
9/18/11,Norwood/Boston,MA,Disk,20 minutes,We saw this disk like object floating above the horizon of Norwood Massachusetts. We drove up and parked our car on a hill and watched,10/10/11
9/17/11,Chicopee,MA,Flash,10 seconds,a flash of light  bigger than a shooting star,10/10/11
9/16/11,Provincetown,MA,Circle,10 minutes,Immense golden light over Provincetown harbor returned  three more times  in 12-15 minutes,8/19/12
9/10/11,West Yarmouth/Lewis Bay,MA,Circle,2',12-15+ orange lights silently moving over Lewis Bay,10/10/11
9/3/11,Windsor,MA,Circle,5 minutes,Myself and a passenger observed a hovering and moving red ball of light while driving in a rural area.,10/10/11
9/3/11,Fitchburg,MA,Circle,2 min,Orange lights sceen over fitchburg ma.,10/10/11
9/2/11,New Bedford,MA,Disk,20 minutes,Disk-like object floating over new bedford aprox. 300' in air.,10/10/11
9/1/11,Falmouth,MA,Light,3 minutes,Bright silent craft with no navigation lights slowly cruises across the night sky.  ((NUFORC Note:  ISS??  PD)),10/10/11
8/30/11,Bridgewater,MA,Chevron,1-2 seconds,chevron object with lights north south path in Bridgewater MA almost invisible and really fast,10/10/11
8/29/11,Leominster,MA,Light,2 minutes,White dot slowly moving east to west in the sky over S. Leominster MA   8/29/11 @ 4:45am.,7/14/13
8/22/11,Mashpee,MA,Sphere,~30 sec.,"Approximately 10 silver/ irridescent spheres seen flying South in a formation over Cape Cod, MA",10/10/11
8/21/11,Worcester,MA,Other,10:00 min.,I was in the parking lot of a fast food restaurant and noticed an object approximately  two miles away traveling from south west to nor,10/10/11
8/19/11,New Bedford,MA,Formation,5-6 minutes,Glowing orbs flying in formation in the New Bedford sky,8/21/11
8/13/11,Dennis Port (Cape Cod),MA,Unknown,5 -10 min,Slow moving unusual brilliant liquid white like single object over Cape Cod,8/21/11
8/13/11,Grafton,MA,Light,5 min,"Two still, round objects that were very bright and were not resting on anything, so could not be a lamp post of some sort.",8/21/11
8/13/11,Mashpee,MA,Circle,10 min,"twenty ambers balls moving across the sky in pairs, shoot upwards then disappear.",8/21/11
8/12/11,Westport,MA,Fireball,5 minutes,orange ball of fire,8/21/11
8/11/11,Oak Bluffs,MA,Light,4-7 minutes,seven orange lights floating over ocean in oak bluffs,8/21/11
8/10/11,Wakefield,MA,Formation,3 minutes,Glowing amber lights flying silently in a triangle formation,8/19/12
8/10/11,Worcester,MA,Egg,five minutes,Silent craft overhead,10/10/11
8/5/11,Grafton,MA,Unknown,6 minutes,Column of orange-red-amber lights appeared in night sky then disappeared into clouds.,8/7/11
8/1/11,Lawrence,MA,Other,5 mins,Large glowing spere like object appears vanishes and appears as a strange bar shaped object with two lights then vanishes.,8/7/11
7/31/11,Yarmouthport,MA,Diamond,5 min.,"Orange flaming diamond shaped object moving slowly & silently over nighttime sky in Yarmouthport, MA",8/7/11
7/30/11,Dennisport,MA,Rectangle,4-8 minutes,Orange light silently moving in night sky over Old Wharf Road towards ocean.,8/21/11
7/30/11,Mattapoisett,MA,Light,5 minutes,Witnessed 3 bright orange lights moving slowly through the sky.,8/7/11
7/30/11,Norfolk,MA,Light,seconds,July 31 @ approximately 10 and 10:30 pm watching the night sky and saw two separate balls of light very large streak across the sky.  I,8/7/11
7/30/11,Norfolk,MA,Fireball,30 seconds,More that one siting over the last five years.,8/21/11
7/30/11,Yarmouthport,MA,Triangle,3-4 minutes,As suggested - I wrote to the local newspaper to inquire about a UFO siting by my husband and myself. This is as it appeared in the pap,8/21/11
